"","DOIs","publication_year","resource_type"
"12505","10.24963/ijcai.2020/225",2020,"proceedings-article"
"12506","10.1002/essoar.10503025.2",2021,"posted-content"
"12507","10.1190/segam2020-3428160.1",2020,"proceedings-article"
"12508","10.1515/srsr-2018-0058",2018,"journal-article"
"12509","10.1515/spircare-2018-0041",2019,"journal-article"
"12510","10.14778/3415478.3415479",2020,"journal-article"
"12511","10.1167/18.10.1152",2018,"journal-article"
"12512","10.1055/s-0043-109612",2017,"journal-article"
"12513","10.1055/s-0039-1679397",2019,"proceedings-article"
"12514","10.1111/cico.12112",2015,"journal-article"
"12515","10.1111/cdev.13296",2019,"journal-article"
"12516","10.1145/3168814",2018,"proceedings-article"
"12517","10.1002/cctc.202000716",2020,"journal-article"
"12518","10.1002/2016ef000389",2017,"journal-article"
"12519","10.1080/08037051.2021.1963209",2021,"journal-article"
"12520","10.1093/ejcts/ezz329",2019,"journal-article"
"12521","10.1111/dom.13480",2018,"journal-article"
"12522","10.1055/s-0038-1640199",2018,"proceedings-article"
"12523","10.1177/10731911211036191",2021,"journal-article"
"12524","10.1063/1.4977029",2017,"journal-article"
"12525","10.1021/jacs.8b10002",2019,"journal-article"
"12526","10.1021/acscentsci.6b00339",2016,"journal-article"
"12527","10.1530/eje-20-1047",2020,"journal-article"
"12528","10.1021/acs.jpcc.0c04308",2020,"journal-article"
"12529","10.1021/acsanm.9b01261",2019,"journal-article"
"12530","10.1002/chem.202102055",2021,"journal-article"
"12531","10.1093/database/bax018",2017,"journal-article"
"12532","10.1055/s-0039-1697604",2020,"journal-article"
"12533","10.1039/d0py01040e",2020,"journal-article"
"12534","10.1515/zgl-2020-2005",2020,"journal-article"
"12535","10.1080/03632415.2016.1245991",2016,"journal-article"
"12536","10.1039/c5ra24227d",2015,"journal-article"
"12537","10.1080/10586458.2018.1477078",2019,"journal-article"
"12538","10.1111/1471-0528.13840",2015,"journal-article"
"12539","10.1111/1346-8138.12765",2015,"journal-article"
"12540","10.1002/mdc3.12135",2015,"journal-article"
"12541","10.1161/res.119.suppl_1.89",2016,"journal-article"
"12542","10.1002/chem.201805530",2018,"journal-article"
"12543","10.1063/1.4955317",2016,"journal-article"
"12544","10.1039/c9ta04583j",2019,"journal-article"
"12545","10.1080/1745039x.2018.1459342",2018,"journal-article"
"12546","10.1093/bioinformatics/bty935",2018,"journal-article"
"12547","10.1055/s-0038-1667953",2018,"journal-article"
"12548","10.21203/rs.3.rs-492542/v1",2021,"posted-content"
"12549","10.1515/fjsb-2019-0022",2019,"journal-article"
"12550","10.1128/jvi.02730-15",2016,"journal-article"
"12551","10.1039/d0sc03030a",2020,"journal-article"
"12552","10.1029/2020ea001484",2021,"journal-article"
"12553","10.1002/chem.201605564",2016,"journal-article"
"12554","10.1002/chem.201605566",2016,"journal-article"
"12555","10.1080/08940886.2018.1435952",2018,"journal-article"
"12556","10.1155/2017/1362491",2017,"journal-article"
"12557","10.1002/zamm.201500217",2016,"journal-article"
"12558","10.1164/rccm.202004-1200le",2020,"journal-article"
"12559","10.1093/nar/gkab730",2021,"journal-article"
"12560","10.1021/acs.jctc.8b00079",2018,"journal-article"
"12561","10.1039/c4dt02879a",2015,"journal-article"
"12562","10.1021/acs.jctc.8b00908",2018,"journal-article"
"12563","10.1002/essoar.10503025.1",2020,"posted-content"
"12564","10.1055/s-0042-100565",2016,"journal-article"
"12565","10.1177/1541931213601033",2016,"journal-article"
"12566","10.1055/s-0039-1685620",2019,"proceedings-article"
"12567","10.1111/josi.12325",2019,"journal-article"
"12568","10.1145/3281629",2019,"journal-article"
"12569","10.1055/s-0039-1694201",2019,"proceedings-article"
"12570","10.1190/segam2017-17630886.1",2017,"proceedings-article"
"12571","10.1145/3337821.3337833",2019,"proceedings-article"
"12572","10.24963/ijcai.2017/123",2017,"proceedings-article"
"12573","10.1111/j.1475-5890.2017.12140",2017,"journal-article"
"12574","10.1080/10705511.2021.1913594",2021,"journal-article"
"12575","10.1111/cgf.12710",2015,"journal-article"
"12576","10.21203/rs.3.rs-701430/v1",2021,"posted-content"
"12577","10.1055/s-0037-1602966",2017,"journal-article"
"12578","10.1055/s-0039-1686323",2019,"proceedings-article"
"12579","10.1002/pssb.201670576",2016,"journal-article"
"12580","10.1111/1365-2745.13026",2018,"journal-article"
"12581","10.1002/pssb.201600416",2016,"journal-article"
"12582","10.1177/0022034518782671",2018,"journal-article"
"12583","10.1055/s-0041-1727995",2021,"proceedings-article"
"12584","10.1128/jvi.00555-19",2019,"journal-article"
"12585","10.1115/1.4049188",2021,"journal-article"
"12586","10.1055/s-0039-1677721",2019,"journal-article"
"12587","10.1109/ectc.2017.272",2017,"proceedings-article"
"12588","10.1080/00365513.2016.1230775",2016,"journal-article"
"12589","10.1111/cgf.14296",2021,"journal-article"
"12590","10.1002/anie.202001599",2020,"journal-article"
"12591","10.1902/jop.2017.150691",2017,"journal-article"
"12592","10.1111/acps.12995",2019,"journal-article"
"12593","10.18632/oncotarget.15639",2017,"journal-article"
"12594","10.1080/03639045.2017.1323910",2017,"journal-article"
"12595","10.1111/exd.12924",2016,"journal-article"
"12596","10.1002/uog.15537",2015,"journal-article"
"12597","10.1063/5.0016103",2020,"journal-article"
"12598","10.1002/hbm.25220",2020,"journal-article"
"12599","10.1002/chem.201902572",2019,"journal-article"
"12600","10.1002/jgt.22062",2016,"journal-article"
"12601","10.1021/acs.jpcc.0c05161",2020,"journal-article"
"12602","10.1111/iwj.13596",2021,"journal-article"
"12603","10.1111/pce.13948",2020,"journal-article"
"12604","10.1021/jacs.7b09444",2017,"journal-article"
"12605","10.1002/anie.201606707",2016,"journal-article"
"12606","10.1021/acssensors.8b00139",2018,"journal-article"
"12607","10.1109/ecoc.2018.8535124",2018,"proceedings-article"
"12608","10.1177/2048872620914931",2020,"journal-article"
"12609","10.1556/1886.2019.00024",2020,"journal-article"
"12610","10.1039/c7dt02720f",2017,"journal-article"
"12611","10.1111/tra.12291",2015,"journal-article"
"12612","10.1002/anie.201908258",2019,"journal-article"
"12613","10.1111/bjd.13508",2015,"journal-article"
"12614","10.1021/acs.jpca.6b01948",2016,"journal-article"
"12615","10.1002/ecs2.2385",2018,"journal-article"
"12616","10.1145/3136560.3136586",2017,"proceedings-article"
"12617","10.1055/s-0038-1640198",2018,"proceedings-article"
"12618","10.1109/qrs-c51114.2020.00090",2020,"proceedings-article"
"12619","10.1026/2191-9186/a000531",2021,"journal-article"
"12620","10.1111/rode.12800",2021,"journal-article"
"12621","10.2514/6.2019-4377",2019,"proceedings-article"
"12622","10.1109/therminic.2019.8923388",2019,"proceedings-article"
"12623","10.1055/s-0043-108764",2017,"journal-article"
"12624","10.1111/exd.12948",2016,"journal-article"
"12625","10.1055/s-0036-1596781",2016,"journal-article"
"12626","10.1002/elsc.201600030",2016,"journal-article"
"12627","10.15252/embr.201643797",2017,"journal-article"
"12628","10.1021/cn5003094",2015,"journal-article"
"12629","10.1021/acs.jpcc.8b11776",2019,"journal-article"
"12630","10.3233/ch-190718",2020,"journal-article"
"12631","10.1002/chem.202001405",2020,"journal-article"
"12632","10.1029/2019je006335",2020,"journal-article"
"12633","10.1039/c8fd00203g",2019,"journal-article"
"12634","10.1111/bph.14923",2020,"journal-article"
"12635","10.2174/1381612823666170417130115",2017,"journal-article"
"12636","10.1021/acs.inorgchem.0c01264",2020,"journal-article"
"12637","10.1111/bph.13110",2015,"journal-article"
"12638","10.1111/jnc.12959",2015,"journal-article"
"12639","10.1002/jcc.23914",2015,"journal-article"
"12640","10.1155/2018/4195076",2018,"journal-article"
"12641","10.1055/a-0810-0174",2019,"journal-article"
"12642","10.1002/chem.201900087",2019,"journal-article"
"12643","10.1166/jnn.2018.15795",2018,"journal-article"
"12644","10.1055/a-1506-5821",2021,"journal-article"
"12645","10.1080/15592324.2016.1176819",2016,"journal-article"
"12646","10.1109/tmtt.2016.2582693",2016,"journal-article"
"12647","10.1021/acs.orglett.1c00661",2021,"journal-article"
"12648","10.1039/c4dt03148b",2015,"journal-article"
"12649","10.1021/acs.analchem.9b03813",2020,"journal-article"
"12650","10.1002/chem.201801051",2018,"journal-article"
"12651","10.1111/pace.13063",2017,"journal-article"
"12652","10.1111/mec.15437",2020,"journal-article"
"12653","10.4071/isom-2016-wp45",2016,"journal-article"
"12654","10.1021/acsnano.5b07782",2016,"journal-article"
"12655","10.1039/c5tc01139f",2015,"journal-article"
"12656","10.1055/s-0037-1607932",2017,"proceedings-article"
"12657","10.1002/uog.21628",2019,"journal-article"
"12658","10.3233/rnn-150624",2016,"journal-article"
"12659","10.1200/jco.2019.37.15_suppl.5577",2019,"journal-article"
"12660","10.1109/eurosime.2016.7463346",2016,"proceedings-article"
"12661","10.1515/zsr-2017-0020",2017,"journal-article"
"12662","10.4315/0362-028x.jfp-17-366",2018,"journal-article"
"12663","10.15252/embj.201798858",2018,"journal-article"
"12664","10.1021/acs.orglett.0c03301",2020,"journal-article"
"12665","10.1002/net.21623",2015,"journal-article"
"12666","10.1055/s-0036-1594065",2016,"journal-article"
"12667","10.1002/cptc.201800230",2019,"journal-article"
"12668","10.1021/acscentsci.1c00265",2021,"journal-article"
"12669","10.1002/ieam.1658",2015,"journal-article"
"12670","10.1002/anie.201802947",2018,"journal-article"
"12671","10.1002/anie.201814340",2019,"journal-article"
"12672","10.1002/bate.201700042",2017,"journal-article"
"12673","10.1111/rda.13330",2018,"journal-article"
"12674","10.1002/jmri.24867",2015,"journal-article"
"12675","10.1021/acs.joc.8b00882",2018,"journal-article"
"12676","10.1515/zkri-2016-1967",2017,"journal-article"
"12677","10.1152/jn.00783.2014",2015,"journal-article"
"12678","10.1055/s-0039-3401286",2019,"proceedings-article"
"12679","10.1080/15732479.2020.1733029",2020,"journal-article"
"12680","10.1145/3422839.3423061",2020,"proceedings-article"
"12681","10.1093/femsec/fiz114",2019,"journal-article"
"12682","10.1002/2016jb013078",2016,"journal-article"
"12683","10.1093/eurpub/ckx187.306",2017,"journal-article"
"12684","10.1055/s-0039-1678439",2019,"proceedings-article"
"12685","10.21203/rs.3.rs-24221/v2",2020,"posted-content"
"12686","10.1145/2813852.2813854",2015,"proceedings-article"
"12687","10.1055/s-0039-1685635",2019,"proceedings-article"
"12688","10.1055/a-1182-2821",2020,"journal-article"
"12689","10.1111/geer.12070",2016,"journal-article"
"12690","10.1145/2962132.2984894",2016,"proceedings-article"
"12691","10.1111/cen3.12623",2021,"journal-article"
"12692","10.1002/mrm.27053",2018,"journal-article"
"12693","10.1021/acs.jpclett.7b00646",2017,"journal-article"
"12694","10.1021/acs.jpclett.7b02381",2017,"journal-article"
"12695","10.1152/physiolgenomics.00008.2015",2015,"journal-article"
"12696","10.1039/c9ee00077a",2019,"journal-article"
"12697","10.1111/apha.13334",2019,"journal-article"
"12698","10.1021/acsphotonics.6b00551",2016,"journal-article"
"12699","10.1021/ic502807d",2015,"journal-article"
"12700","10.1002/vetr.14",2021,"journal-article"
"12701","10.1155/2015/747259",2015,"journal-article"
"12702","10.1039/d1cp02133h",2021,"journal-article"
"12703","10.1002/ange.202001599",2020,"journal-article"
"12704","10.1002/pssr.201600420",2017,"journal-article"
"12705","10.1063/5.0059336",2021,"journal-article"
"12706","10.1200/jco.2016.34.15_suppl.4094",2016,"journal-article"
"12707","10.1200/jco.2016.34.15_suppl.e21526",2016,"journal-article"
"12708","10.1039/d0nr02947e",2020,"journal-article"
"12709","10.1111/ddg.14175",2020,"journal-article"
"12710","10.1002/adts.202000274",2021,"journal-article"
"12711","10.1093/jxb/ery344",2018,"journal-article"
"12712","10.1039/c6cc08586e",2016,"journal-article"
"12713","10.1021/acs.inorgchem.9b00326",2019,"journal-article"
"12714","10.4142/jvs.2021.22.e64",2021,"journal-article"
"12715","10.1515/fjsb-2021-0024",2021,"journal-article"
"12716","10.1024/2235-0977/a000254",2019,"journal-article"
"12717","10.1002/lemi.201951007",2019,"journal-article"
"12718","10.1093/eurpub/ckaa165.526",2020,"journal-article"
"12719","10.1039/d0ma00411a",2020,"journal-article"
"12720","10.1021/acs.jpcb.6b09858",2017,"journal-article"
"12721","10.21203/rs.3.rs-259319/v1",2021,"posted-content"
"12722","10.1055/s-0038-1640130",2018,"proceedings-article"
"12723","10.1002/9783527808465.emc2016.6175",2016,"reference-entry"
"12724","10.1177/2056305120969914",2020,"journal-article"
"12725","10.1021/acsenergylett.7b01254",2018,"journal-article"
"12726","10.1111/ddg.12880_g",2016,"journal-article"
"12727","10.1055/s-0042-115300",2016,"journal-article"
"12728","10.1115/1.4035231",2017,"journal-article"
"12729","10.1055/s-0039-1686554",2019,"proceedings-article"
"12730","10.1080/14615517.2018.1506856",2018,"journal-article"
"12731","10.1055/s-0039-1694615",2019,"proceedings-article"
"12732","10.1080/03057925.2019.1677455",2019,"journal-article"
"12733","10.1021/acs.orglett.9b04315",2019,"journal-article"
"12734","10.1002/ange.202100451",2021,"journal-article"
"12735","10.1111/acps.12848",2018,"journal-article"
"12736","10.1111/echo.14092",2018,"journal-article"
"12737","10.1002/cite.201855007",2018,"journal-article"
"12738","10.3139/147.110493",2018,"journal-article"
"12739","10.1002/cptc.201800262",2019,"journal-article"
"12740","10.1111/scs.12921",2020,"journal-article"
"12741","10.1002/ange.201606707",2016,"journal-article"
"12742","10.1039/c6ra28588k",2017,"journal-article"
"12743","10.1002/pssa.201532772",2016,"journal-article"
"12744","10.1111/1440-1681.12462",2015,"journal-article"
"12745","10.1111/irv.12857",2021,"journal-article"
"12746","10.1002/slct.201600073",2016,"journal-article"
"12747","10.1021/jacs.7b01255",2017,"journal-article"
"12748","10.1109/lwc.2016.2581820",2016,"journal-article"
"12749","10.1109/ecoc.2015.7341912",2015,"proceedings-article"
"12750","10.1109/icassp40776.2020.9053262",2020,"proceedings-article"
"12751","10.1055/s-0035-1565208",2015,"journal-article"
"12752","10.1055/s-0037-1598455",2017,"journal-article"
"12753","10.1055/s-0037-1598127",2017,"journal-article"
"12754","10.1002/jcph.846",2016,"journal-article"
"12755","10.1055/s-0037-1607857",2017,"proceedings-article"
"12756","10.1055/a-1181-8641",2020,"journal-article"
"12757","10.1055/s-0040-1717910",2020,"proceedings-article"
"12758","10.1055/s-0038-1671009",2018,"proceedings-article"
"12759","10.1039/d1cp02534a",2021,"journal-article"
"12760","10.2298/fil1806043s",2018,"journal-article"
"12761","10.1649/0010-065x-73.2.359",2019,"journal-article"
"12762","10.1002/anie.202182962",2021,"journal-article"
"12763","10.1002/ange.202182962",2021,"journal-article"
"12764","10.1002/em.22130",2017,"journal-article"
"12765","10.1055/s-0039-3402952",2020,"proceedings-article"
"12766","10.1145/3366423.3380208",2020,"proceedings-article"
"12767","10.1109/ict.2018.8464869",2018,"proceedings-article"
"12768","10.1145/3405755.3406126",2020,"proceedings-article"
"12769","10.1002/pssa.201900518",2019,"journal-article"
"12770","10.1002/ehf2.12679",2020,"journal-article"
"12771","10.1145/3326229.3326252",2019,"proceedings-article"
"12772","10.1145/2740908.2743905",2015,"proceedings-article"
"12773","10.1055/s-0038-1640367",2018,"proceedings-article"
"12774","10.1080/14616696.2020.1833229",2020,"journal-article"
"12775","10.1111/j.1755-3768.2017.0t018",2017,"journal-article"
"12776","10.1145/2896377.2901476",2016,"proceedings-article"
"12777","10.1002/ece3.6128",2020,"journal-article"
"12778","10.1093/aobpla/plz020",2019,"journal-article"
"12779","10.1111/geb.12766",2018,"journal-article"
"12780","10.1111/rda.12781",2016,"journal-article"
"12781","10.1055/s-0038-1667619",2018,"proceedings-article"
"12782","10.1055/s-0038-1640166",2018,"proceedings-article"
"12783","10.1115/gt2016-57884",2016,"proceedings-article"
"12784","10.1080/14656566.2018.1484108",2018,"journal-article"
"12785","10.1109/ecoc.2015.7341852",2015,"proceedings-article"
"12786","10.1109/jlt.2020.3042573",2021,"journal-article"
"12787","10.1002/mds.26560",2016,"journal-article"
"12788","10.23919/empc44848.2019.8951872",2019,"proceedings-article"
"12789","10.1039/c9cp00495e",2019,"journal-article"
"12790","10.3233/wor-182848",2019,"journal-article"
"12791","10.1002/aelm.201500113",2015,"journal-article"
"12792","10.1021/acs.langmuir.1c00868",2021,"journal-article"
"12793","10.1039/c8sm02090f",2019,"journal-article"
"12794","10.1063/1.5142364",2020,"journal-article"
"12795","10.1055/s-0043-112750",2017,"journal-article"
"12796","10.1002/admi.202000201",2020,"journal-article"
"12797","10.1063/5.0015263",2020,"journal-article"
"12798","10.1021/acsphotonics.1c00224",2021,"journal-article"
"12799","10.1002/adfm.201910832",2020,"journal-article"
"12800","10.1021/acs.jpca.6b01699",2016,"journal-article"
"12801","10.1200/jco.2020.38.15_suppl.e13634",2020,"journal-article"
"12802","10.1055/s-0043-104696",2017,"journal-article"
